# Zenith RA (deg), Zenith Dec (deg), Time (Julian Date)
232.45530,38.51196,2460090.69167
38.92816,38.33267,2460094.14500
283.59559,38.40558,2460097.81417
246.01709,38.48591,2460101.69917
286.36519,38.39902,2460105.80000
44.46179,38.34066,2460110.11667
240.77728,38.49519,2460114.64917
154.73248,38.54532,2460119.39750
146.71402,38.53656,2460124.36167
216.73026,38.53359,2460129.54167
4.48293,38.30492,2460134.93750
230.29703,38.51275,2460140.54917
173.85677,38.55750,2460146.37667
195.45007,38.55375,2460152.42000
294.97878,38.37663,2460158.67917
112.18271,38.47945,2460165.15417
7.55079,38.30300,2460171.84500
340.80382,38.30823,2460178.75167
31.83785,38.32068,2460185.87417
160.89867,38.55335,2460193.21250
7.85422,38.30086,2460200.76667
292.82509,38.37822,2460208.53667
295.59477,38.37226,2460216.52250
16.15182,38.30330,2460224.72417
174.77706,38.56255,2460233.14167
51.20458,38.34727,2460241.77500
5.69889,38.29707,2460250.62417
37.97789,38.32467,2460259.68917
148.23836,38.54570,2460268.97000
336.49872,38.30699,2460278.46667
242.62776,38.49502,2460288.17917
226.59459,38.52669,2460298.10750
249.84271,38.48045,2460071.79167
327.72321,38.32847,2460072.00750
123.40746,38.49933,2460072.43917
357.24057,38.30710,2460073.08667
308.95989,38.35674,2460073.95000
338.48538,38.31697,2460075.02917
85.82479,38.42006,2460076.32417
271.40681,38.43372,2460077.83500
174.59734,38.55814,2460079.56167
155.78199,38.54638,2460081.50417
215.00488,38.53808,2460083.66250
352.01166,38.30837,2460086.03667
206.98608,38.54646,2460088.62667
139.74651,38.52682,2460091.43250
150.53940,38.54078,2460094.45417
239.36164,38.49906,2460097.69167
45.81817,38.34273,2460101.14500
290.49158,38.39042,2460104.81417
252.92089,38.47132,2460108.69917
293.26051,38.38403,2460112.80000
51.35261,38.35175,2460117.11667
247.68214,38.48117,2460121.64917
161.64316,38.55120,2460126.39750
153.62386,38.54449,2460131.36167
223.63912,38.52362,2460136.54167
11.36997,38.30652,2460141.93750
237.20386,38.50024,2460147.54917
180.76844,38.55836,2460153.37667
202.36120,38.54894,2460159.42000
301.87239,38.36257,2460165.67917
119.08707,38.49361,2460172.15417
14.43790,38.30557,2460178.84500
347.69127,38.30345,2460185.75167
38.72682,38.32943,2460192.87417
167.80993,38.55793,2460200.21250
14.74120,38.30363,2460207.76667
299.71918,38.36391,2460215.53667
302.48822,38.35821,2460223.52250
23.03921,38.30835,2460231.72417
181.68902,38.56356,2460240.14167
58.09627,38.36019,2460248.77500
12.58570,38.29935,2460257.62417
44.86740,38.33509,2460266.68917
155.14872,38.55378,2460275.97000
343.38625,38.30139,2460285.46667
249.53254,38.48079,2460295.17917
233.50231,38.51483,2460305.10750
256.74575,38.46559,2460078.79167
334.61191,38.32054,2460079.00750
130.31385,38.51174,2460079.43917
4.12765,38.30679,2460080.08667
315.85108,38.34496,2460080.95000
345.37310,38.31174,2460082.02917
92.72367,38.43540,2460083.32417
278.30521,38.41803,2460084.83500
181.50895,38.55881,2460086.56167
162.69272,38.55206,2460088.50417
221.91398,38.52854,2460090.66250
358.89880,38.30661,2460093.03667
213.89606,38.53868,2460095.62667
146.65552,38.53617,2460098.43250
157.44967,38.54775,2460101.45417
246.26682,38.48524,2460104.69167
52.70928,38.35404,2460108.14500
297.38607,38.37586,2460111.81417
259.82337,38.45604,2460115.69917
300.15456,38.36980,2460119.80000
58.24463,38.36407,2460124.11667
254.58570,38.46629,2460128.64917
168.55427,38.55539,2460133.39750
160.53443,38.55064,2460138.36167
230.54710,38.51224,2460143.54167
18.25735,38.30998,2460148.93750
244.10947,38.48656,2460154.54917
187.68010,38.55747,2460160.37667
209.27180,38.54224,2460166.42000
308.76482,38.34942,2460172.67917
125.99282,38.50686,2460179.15417
21.32528,38.30989,2460185.84500
354.57833,38.30064,2460192.75167
45.61664,38.33963,2460199.87417
174.72160,38.56059,2460207.21250
21.62853,38.30814,2460214.76667
306.61183,38.35045,2460222.53667
309.38042,38.34527,2460230.52250
29.92703,38.31517,2460238.72417
188.60095,38.56258,2460247.14167
64.98921,38.37409,2460255.77500
19.47270,38.30357,2460264.62417
51.75804,38.34693,2460273.68917
162.05973,38.56020,2460282.97000
350.27321,38.29756,2460292.46667
256.43578,38.46580,2460302.17917
240.40877,38.50188,2460312.10750
263.64730,38.45012,2460085.79167
341.49985,38.31427,2460086.00750
137.22149,38.52304,2460086.43917
11.01470,38.30835,2460087.08667
322.74119,38.33436,2460087.95000
352.26039,38.30818,2460089.02917
99.62398,38.45070,2460090.32417
285.20226,38.40260,2460091.83500
188.42049,38.55762,2460093.56167
169.60387,38.55587,2460095.50417
228.82205,38.51749,2460097.66250
5.78580,38.30674,2460100.03667
220.80534,38.52934,2460102.62667
153.56530,38.54406,2460105.43250
164.36046,38.55292,2460108.45417
253.17057,38.47053,2460111.69167
59.60146,38.36660,2460115.14500
304.27934,38.36211,2460118.81417
266.72434,38.44046,2460122.69917
307.04724,38.35641,2460126.80000
65.13778,38.37740,2460131.11667
261.48780,38.45099,2460135.64917
175.46581,38.55769,2460140.39750
167.44554,38.55514,2460145.36167
237.45385,38.49965,2460150.54167
25.14504,38.31527,2460155.93750
251.01376,38.47216,2460161.54917
194.59168,38.55461,2460167.37667
216.18174,38.53398,2460173.42000
315.65598,38.33749,2460179.67917
132.89975,38.51917,2460186.15417
28.21316,38.31611,2460192.84500
1.46521,38.29963,2460199.75167
52.50753,38.35132,2460206.87417
181.63345,38.56152,2460214.21250
28.51629,38.31458,2460221.76667
313.50332,38.33817,2460229.53667
316.27136,38.33341,2460237.52250
36.81564,38.32370,2460245.72417
195.51275,38.55982,2460254.14167
71.88352,38.38898,2460262.77500
26.36024,38.30957,2460271.62417
58.64976,38.36002,2460280.68917
168.97131,38.56474,2460289.97000
357.15997,38.29566,2460299.46667
263.33763,38.45034,2460309.17917
247.31393,38.48781,2460319.10750
270.54746,38.43449,2460092.79167
348.38742,38.30973,2460093.00750
144.13009,38.53292,2460093.43917
17.90211,38.31171,2460094.08667
329.63046,38.32531,2460094.95000
359.14751,38.30655,2460096.02917
106.52581,38.46569,2460097.32417
292.09780,38.38757,2460098.83500
195.33193,38.55454,2460100.56167
176.51539,38.55794,2460102.50417
235.72911,38.50526,2460104.66250
12.67300,38.30866,2460107.03667
227.71357,38.51853,2460109.62667
160.47586,38.55022,2460112.43250
171.27179,38.55637,2460115.45417
260.07300,38.45530,2460118.69167
66.49497,38.38006,2460122.14500
311.17129,38.34939,2460125.81417
273.62390,38.42463,2460129.69917
313.93883,38.34415,2460133.80000
72.03234,38.39159,2460138.11667
268.38850,38.43524,2460142.64917
182.37745,38.55817,2460147.39750
174.35702,38.55772,2460152.36167
244.35947,38.48598,2460157.54167
32.03340,38.32224,2460162.93750
257.91667,38.45696,2460168.54917
201.50289,38.55000,2460174.37667
223.09081,38.52408,2460180.42000
322.54615,38.32679,2460186.67917
139.80788,38.53018,2460193.15417
35.10167,38.32397,2460199.84500
8.35205,38.30065,2460206.75167
59.39950,38.36415,2460213.87417
188.54534,38.56046,2460221.21250
35.40477,38.32265,2460228.76667
320.39359,38.32712,2460236.53667
323.16129,38.32299,2460244.52250
43.70501,38.33381,2460252.72417
202.42415,38.55510,2460261.14167
78.77922,38.40444,2460269.77500
33.24830,38.31738,2460278.62417
65.54284,38.37417,2460287.68917
175.88318,38.56749,2460296.97000
4.04651,38.29565,2460306.46667
270.23784,38.43458,2460316.17917
254.21764,38.47307,2460326.10750
277.44610,38.41873,2460099.79167
355.27458,38.30701,2460100.00750
151.03967,38.54136,2460100.43917
24.78985,38.31688,2460101.08667
336.51891,38.31772,2460101.95000
6.03452,38.30666,2460103.02917
113.42898,38.48024,2460104.32417
298.99208,38.37322,2460105.83500
202.24291,38.54969,2460107.56167
183.42696,38.55805,2460109.50417
242.63489,38.49183,2460111.66250
19.56040,38.31246,2460114.03667
234.62084,38.50643,2460116.62667
167.38690,38.55468,2460119.43250
178.18330,38.55791,2460122.45417
266.97391,38.43964,2460125.69167
73.38973,38.39441,2460129.14500
318.06222,38.33783,2460132.81417
280.52193,38.40898,2460136.69917
320.82922,38.33310,2460140.80000
78.92823,38.40640,2460145.11667
275.28766,38.41949,2460149.64917
189.28914,38.55673,2460154.39750
181.26869,38.55858,2460159.36167
251.26366,38.47150,2460164.54167
38.92240,38.33090,2460169.93750
264.81813,38.44145,2460175.54917
208.41364,38.54353,2460181.37667
229.99893,38.51290,2460187.42000
329.43526,38.31764,2460193.67917
146.71700,38.53986,2460200.15417
41.99102,38.33353,2460206.84500
15.23904,38.30345,2460213.75167
66.29276,38.37811,2460220.87417
195.45704,38.55762,2460228.21250
42.29403,38.33244,2460235.76667
327.28297,38.31755,2460243.53667
330.05019,38.31399,2460251.52250
50.59548,38.34538,2460259.72417
209.33507,38.54872,2460268.14167
85.67645,38.42045,2460276.77500
40.13727,38.32681,2460285.62417
72.43721,38.38918,2460294.68917
182.79527,38.56824,2460303.97000
10.93322,38.29761,2460313.46667
277.13661,38.41878,2460323.17917
261.11990,38.45760,2460333.10750
284.34335,38.40326,2460106.79167
2.16168,38.30609,2460107.00750
157.94990,38.54815,2460107.43917
31.67826,38.32370,2460108.08667
343.40680,38.31191,2460108.95000
12.92170,38.30872,2460110.02917
120.33362,38.49405,2460111.32417
305.88495,38.35968,2460112.83500
209.15348,38.54303,2460114.56167
190.33856,38.55636,2460116.50417
249.53945,38.47758,2460118.66250
26.44834,38.31799,2460121.03667
241.52683,38.49320,2460123.62667
174.29836,38.55726,2460126.43250
185.09499,38.55765,2460129.45417
273.87344,38.42389,2460132.69167
80.28595,38.40925,2460136.14500
324.95202,38.32765,2460139.81417
287.41856,38.39351,2460143.69917
327.71875,38.32354,2460147.80000
85.82561,38.42165,2460152.11667
282.18538,38.40376,2460156.64917
196.20056,38.55352,2460161.39750
188.18040,38.55745,2460166.36167
258.16657,38.45633,2460171.54167
45.81239,38.34106,2460176.93750
271.71809,38.42560,2460182.54917
215.32368,38.53552,2460188.37667
236.90591,38.50035,2460194.42000
336.32365,38.31006,2460200.67917
153.62704,38.54794,2460207.15417
48.88126,38.34447,2460213.84500
22.12634,38.30823,2460220.75167
73.18734,38.39285,2460227.87417
202.36841,38.55284,2460235.21250
49.18427,38.34358,2460242.76667
334.17136,38.30953,2460250.53667
336.93835,38.30673,2460258.52250
57.48700,38.35823,2460266.72417
216.24521,38.54055,2460275.14167
92.57518,38.43657,2460283.77500
47.02709,38.33780,2460292.62417
79.33311,38.40482,2460301.68917
189.70727,38.56712,2460310.97000
17.82008,38.30144,2460320.46667
284.03373,38.40314,2460330.17917
268.02059,38.44189,2460340.10750
291.23910,38.38809,2460113.79167
9.04870,38.30707,2460114.00750
164.86083,38.55326,2460114.43917
38.56731,38.33218,2460115.08667
350.29420,38.30778,2460115.95000
19.80914,38.31252,2460117.02917
127.23949,38.50698,2460118.32417
312.77672,38.34723,2460119.83500
216.06326,38.53475,2460121.56167
197.24987,38.55275,2460123.50417
256.44256,38.46256,2460125.66250
33.33681,38.32528,2460128.03667
248.43165,38.47904,2460130.62667
181.20995,38.55808,2460133.43250
192.00650,38.55547,2460136.45417
280.77141,38.40815,2460139.69167
87.18358,38.42457,2460143.14500
331.84105,38.31898,2460146.81417
294.31370,38.37867,2460150.69917
334.60735,38.31551,2460154.80000
92.72438,38.43710,2460159.11667
289.08161,38.38851,2460163.64917
203.11170,38.54842,2460168.39750
195.09195,38.55455,2460173.36167
265.06792,38.44077,2460178.54167
52.70330,38.35264,2460183.93750
278.61658,38.40990,2460189.54917
222.23295,38.52583,2460195.37667
243.81168,38.48684,2460201.42000
343.21132,38.30428,2460207.67917
160.53776,38.55448,2460214.15417
55.77262,38.35682,2460220.84500
29.01417,38.31473,2460227.75167
80.08340,38.40830,2460234.87417
209.27925,38.54643,2460242.21250
56.07558,38.35617,2460249.76667
341.05914,38.30328,2460257.53667
343.82581,38.30114,2460265.52250
64.37985,38.37217,2460273.72417
223.15453,38.53089,2460282.14167
99.47548,38.45276,2460290.77500
53.91807,38.35007,2460299.62417
86.23045,38.42087,2460308.68917
196.61910,38.56399,2460317.97000
24.70746,38.30712,2460327.46667
290.92945,38.38792,2460337.17917
274.91976,38.42592,2460347.10750
298.13354,38.37364,2460120.79167
15.93601,38.30988,2460121.00750
171.77211,38.55652,2460121.43917
45.45734,38.34210,2460122.08667
357.18137,38.30558,2460122.95000
26.69708,38.31818,2460124.02917
134.14663,38.51878,2460125.32417
319.66729,38.33600,2460126.83500
222.97229,38.52488,2460128.56167
204.16086,38.54742,2460130.50417
263.34434,38.44713,2460132.66250
40.22613,38.33407,2460135.03667
255.33499,38.46414,2460137.62667
188.12164,38.55694,2460140.43250
198.91785,38.55148,2460143.45417
287.66799,38.39278,2460146.69167
94.08273,38.43995,2460150.14500
338.72923,38.31198,2460153.81417
301.20754,38.36445,2460157.69917
341.49538,38.30917,2460161.80000
99.62472,38.45256,2460166.11667
295.97646,38.37371,2460170.64917
210.02224,38.54162,2460175.39750
202.00316,38.54972,2460180.36167
271.96790,38.42496,2460185.54167
59.59542,38.36537,2460190.93750
285.51357,38.39430,2460196.54917
229.14121,38.51481,2460202.37667
250.71608,38.47235,2460208.42000
350.09857,38.30022,2460214.67917
167.44909,38.55918,2460221.15417
62.66516,38.37024,2460227.84500
35.90266,38.32305,2460234.75167
86.98087,38.42410,2460241.87417
216.18939,38.53822,2460249.21250
62.96816,38.36978,2460256.76667
347.94629,38.29881,2460264.53667
350.71286,38.29746,2460272.52250
71.27398,38.38701,2460280.72417
230.06277,38.51970,2460289.14167
106.37726,38.46860,2460297.77500
60.81020,38.36359,2460306.62417
93.12941,38.43709,2460315.68917
203.53046,38.55910,2460324.97000
31.59536,38.31456,2460334.46667
297.82361,38.37333,2460344.17917
281.81738,38.41018,2460354.10750
305.02660,38.35995,2460127.79167
22.82359,38.31453,2460128.00750
178.68373,38.55798,2460128.43917
52.34830,38.35343,2460129.08667
4.06836,38.30514,2460129.95000
33.58558,38.32544,2460131.02917
141.05479,38.52938,2460132.32417
326.55700,38.32616,2460133.83500
229.88026,38.51369,2460135.56167
211.07119,38.54028,2460137.50417
270.24457,38.43134,2460139.66250
47.11629,38.34442,2460142.03667
262.23702,38.44871,2460144.62667
195.03310,38.55399,2460147.43250
205.82866,38.54566,2460150.45417
294.56306,38.37789,2460153.69167
100.98330,38.45537,2460157.14500
345.61694,38.30665,2460160.81417
308.10002,38.35127,2460164.69917
348.38277,38.30459,2460168.80000
106.52649,38.46775,2460173.11667
302.86991,38.35981,2460177.64917
216.93214,38.53311,2460182.39750
208.91387,38.54327,2460187.36167
278.86627,38.40921,2460192.54167
66.48873,38.37920,2460197.93750
292.40910,38.37930,2460203.54917
236.04838,38.50241,2460209.37667
257.61914,38.45731,2460215.42000
356.98540,38.29813,2460221.67917
174.36078,38.56213,2460228.15417
69.55905,38.38470,2460234.84500
42.79198,38.33286,2460241.75167
93.87991,38.44016,2460248.87417
223.09867,38.52855,2460256.21250
69.86205,38.38446,2460263.76667
354.83317,38.29621,2460271.53667
357.59954,38.29560,2460279.52250
78.16963,38.40252,2460287.72417
236.96992,38.50735,2460296.14167
113.28059,38.48406,2460304.77500
67.70373,38.37804,2460313.62417
100.02982,38.45328,2460322.68917
210.44129,38.55228,2460331.97000
38.48413,38.32369,2460341.46667
304.71650,38.35956,2460351.17917
288.71348,38.39462,2460361.10750
311.91851,38.34737,2460134.79167
29.71180,38.32087,2460135.00750
185.59532,38.55755,2460135.43917
59.24047,38.36588,2460136.08667
10.95548,38.30666,2460136.95000
40.47492,38.33438,2460138.02917
147.96401,38.53851,2460139.32417
333.44575,38.31784,2460140.83500
236.78721,38.50116,2460142.56167
217.98089,38.53157,2460144.50417
277.14339,38.41559,2460146.66250
54.00757,38.35603,2460149.03667
269.13748,38.43300,2460151.62667
201.94426,38.54916,2460154.43250
212.73897,38.53818,2460157.45417
301.45688,38.36377,2460160.69167
107.88538,38.47039,2460164.14500
352.50412,38.30318,2460167.81417
314.99137,38.33912,2460171.69917
355.26992,38.30189,2460175.80000
113.42977,38.48248,2460180.11667
309.76212,38.34678,2460184.64917
223.84111,38.52318,2460189.39750
215.82390,38.53503,2460194.36167
285.76325,38.39368,2460199.54167
73.38346,38.39382,2460204.93750
299.30321,38.36486,2460210.54917
242.95433,38.48906,2460216.37667
264.52068,38.44170,2460222.42000
3.87217,38.29789,2460228.67917
181.27271,38.56312,2460235.15417
76.45427,38.39984,2460241.84500
49.68227,38.34425,2460248.75167
100.78042,38.45610,2460255.87417
230.00693,38.51734,2460263.21250
76.75734,38.39974,2460270.76667
1.71975,38.29552,2460278.53667
4.48619,38.29575,2460286.52250
85.06668,38.41852,2460294.72417
243.87572,38.49379,2460303.14167
120.18532,38.49870,2460311.77500
74.59859,38.39335,2460320.62417
106.93185,38.46915,2460329.68917
217.35131,38.54384,2460338.97000
45.37373,38.33434,2460348.46667
311.60799,38.34683,2460358.17917
295.60810,38.37974,2460368.10750
318.80923,38.33591,2460141.79167
36.60060,38.32893,2460142.00750
192.50694,38.55527,2460142.43917
66.13382,38.37941,2460143.08667
17.84278,38.30996,2460143.95000
47.36513,38.34472,2460145.02917
154.87400,38.54611,2460146.32417
340.33390,38.31122,2460147.83500
243.69285,38.48764,2460149.56167
224.88960,38.52129,2460151.50417
284.04065,38.39998,2460153.66250
60.89993,38.36888,2460156.03667
276.03656,38.41719,2460158.62667
208.85485,38.54268,2460161.43250
219.64840,38.52907,2460164.45417
308.34929,38.35055,2460167.69167
114.78888,38.48501,2460171.14500
359.39115,38.30157,2460174.81417
321.88158,38.32839,2460178.69917
2.15680,38.30108,2460182.80000
120.33435,38.49657,2460187.11667
316.65311,38.33505,2460191.64917
230.74916,38.51175,2460196.39750
222.73309,38.52533,2460201.36167
292.65869,38.37866,2460206.54167
80.27953,38.40913,2460211.93750
306.19601,38.35144,2460217.54917
249.85897,38.47467,2460223.37667
271.42075,38.42598,2460229.42000
10.75892,38.29966,2460235.67917
188.18464,38.56235,2460242.15417
83.35100,38.41559,2460248.84500
56.57368,38.35684,2460255.75167
107.68251,38.47183,2460262.87417
236.91406,38.50501,2460270.21250
83.65411,38.41566,2460277.76667
8.60644,38.29679,2460285.53667
11.37283,38.29776,2460293.52250
91.96534,38.43471,2460301.72417
250.78021,38.47942,2460310.14167
127.09147,38.51249,2460318.77500
81.49499,38.40911,2460327.62417
113.83531,38.48450,2460336.68917
224.26045,38.53370,2460345.97000
52.26447,38.34636,2460355.46667
318.49841,38.33535,2460365.17917
302.50132,38.36550,2460375.10750
325.69901,38.32594,2460148.79167
43.49032,38.33848,2460149.00750
199.41818,38.55112,2460149.43917
73.02856,38.39369,2460150.08667
24.73054,38.31515,2460150.95000
54.25643,38.35645,2460152.02917
161.78472,38.55199,2460153.32417
347.22140,38.30634,2460154.83500
250.59726,38.47316,2460156.56167
231.79741,38.50972,2460158.50417
290.93657,38.38482,2460160.66250
67.79361,38.38260,2460163.03667
282.93405,38.40155,2460165.62667
215.76485,38.53443,2460168.43250
226.55702,38.51851,2460171.45417
315.24061,38.33852,2460174.69167
121.69380,38.49882,2460178.14500
6.27803,38.30192,2460181.81417
328.77087,38.31899,2460185.69917
9.04376,38.30214,2460189.80000
127.24035,38.50978,2460194.11667
323.54307,38.32455,2460198.64917
237.65600,38.49917,2460203.39750
229.64130,38.51412,2460208.36167
299.55281,38.36428,2460213.54167
87.17712,38.42478,2460218.93750
313.08753,38.33897,2460224.54917
256.76217,38.45970,2460230.37667
278.31927,38.41016,2460236.42000
17.64595,38.30323,2460242.67917
195.09645,38.55959,2460249.15417
90.24919,38.43156,2460255.84500
63.46635,38.37067,2460262.75167
114.58600,38.48700,2460269.87417
243.81992,38.49145,2460277.21250
90.55241,38.43174,2460284.76667
15.49320,38.29997,2460292.53667
18.25981,38.30172,2460300.52250
98.86549,38.45091,2460308.72417
257.68317,38.46428,2460317.14167
133.99880,38.52507,2460325.77500
88.39285,38.42529,2460334.62417
120.74028,38.49907,2460343.68917
231.16848,38.52224,2460352.97000
59.15634,38.35959,2460362.46667
325.38769,38.32526,2460372.17917
309.39323,38.35236,2460382.10750
332.58784,38.31741,2460155.79167
50.38093,38.34952,2460156.00750
206.32906,38.54521,2460156.43917
79.92462,38.40867,2460157.08667
31.61878,38.32201,2460157.95000
61.14882,38.36926,2460159.02917
168.69589,38.55621,2460160.32417
354.10864,38.30327,2460161.83500
257.50020,38.45812,2460163.56167
238.70397,38.49689,2460165.50417
297.83098,38.37023,2460167.66250
74.68859,38.39721,2460170.03667
289.83019,38.38628,2460172.62667
222.67395,38.52470,2460175.43250
233.46450,38.50659,2460178.45417
322.13075,38.32777,2460181.69167
128.59999,38.51182,2460185.14500
13.16508,38.30407,2460188.81417
335.65929,38.31131,2460192.69917
15.93079,38.30512,2460196.80000
134.14753,38.52190,2460201.11667
330.43207,38.31569,2460205.64917
244.56166,38.48546,2460210.39750
236.54841,38.50177,2460215.36167
306.44549,38.35085,2460220.54167
94.07616,38.44068,2460225.93750
319.97794,38.32792,2460231.54917
263.66393,38.44414,2460237.37667
285.21634,38.39469,2460243.42000
24.53330,38.30876,2460249.67917
202.00787,38.55507,2460256.15417
97.14897,38.44768,2460262.84500
70.36031,38.38530,2460269.75167
121.49099,38.50150,2460276.87417
250.72442,38.47712,2460284.21250
97.45225,38.44799,2460291.76667
22.38043,38.30501,2460299.53667
25.14715,38.30748,2460307.52250
105.76724,38.46683,2460315.72417
264.58472,38.44875,2460324.14167
140.90737,38.53642,2460332.77500
95.29233,38.44148,2460341.62417
127.64652,38.51273,2460350.68917
238.07537,38.50938,2460359.97000
66.04958,38.37384,2460369.46667
332.27619,38.31668,2460379.17917
316.28393,38.34025,2460389.10750
339.47603,38.31059,2460162.79167
57.27271,38.36172,2460163.00750
213.23921,38.53761,2460163.43917
86.82219,38.42397,2460164.08667
38.50782,38.33057,2460164.95000
68.04255,38.38312,2460166.02917
175.60749,38.55852,2460167.32417
0.99556,38.30209,2460168.83500
264.40178,38.44253,2460170.56167
245.60937,38.48309,2460172.50417
304.72415,38.35655,2460174.66250
81.58506,38.41230,2460177.03667
296.72481,38.37163,2460179.62667
229.58213,38.51347,2460182.43250
240.37092,38.49354,2460185.45417
329.02004,38.31850,2460188.69167
135.50740,38.52361,2460192.14500
20.05231,38.30818,2460195.81417
342.54709,38.30525,2460199.69917
22.81826,38.30997,2460203.80000
141.05590,38.53276,2460208.11667
337.32029,38.30833,2460212.64917
251.46593,38.47101,2460217.39750
243.45427,38.48822,2460222.36167
313.33702,38.33848,2460227.54167
100.97678,38.45648,2460232.93750
326.86730,38.31819,2460238.54917
270.56418,38.42847,2460244.37667
292.11186,38.37956,2460250.42000
31.42130,38.31599,2460256.67917
208.91880,38.54867,2460263.15417
104.05019,38.46357,2460269.84500
77.25572,38.40077,2460276.75167
128.39725,38.51499,2460283.87417
257.62746,38.46200,2460291.21250
104.35360,38.46392,2460298.76667
29.26811,38.31186,2460306.53667
32.03518,38.31506,2460314.52250
112.67041,38.48232,2460322.72417
271.48463,38.43288,2460331.14167
147.81689,38.54618,2460339.77500
102.19330,38.45762,2460348.62417
134.55408,38.52519,2460357.68917
244.98091,38.49552,2460366.97000
72.94413,38.38891,2460376.46667
339.16382,38.30978,2460386.17917
323.17356,38.32962,2460396.10750
346.36357,38.30547,2460169.79167
64.16565,38.37509,2460170.00750
220.14871,38.52839,2460170.43917
93.72120,38.43952,2460171.08667
45.39769,38.34060,2460171.95000
74.93759,38.39769,2460173.02917
182.51921,38.55903,2460174.32417
7.88256,38.30282,2460175.83500
271.30180,38.42679,2460177.56167
252.51335,38.46843,2460179.50417
311.61597,38.34387,2460181.66250
88.48293,38.42786,2460184.03667
303.61819,38.35775,2460186.62667
236.48915,38.50112,2460189.43250
247.27594,38.47950,2460192.45417
335.90839,38.31081,2460195.69167
142.41592,38.53421,2460199.14500
26.94009,38.31406,2460202.81417
349.43435,38.30111,2460206.69917
29.70616,38.31663,2460210.80000
147.96519,38.54225,2460215.11667
344.20786,38.30284,2460219.64917
258.36884,38.45580,2460224.39750
250.35881,38.47389,2460229.36167
320.22732,38.32745,2460234.54167
107.87883,38.47208,2460239.93750
333.75583,38.31014,2460245.54917
277.46292,38.41263,2460251.37667
299.00602,38.36522,2460257.42000
38.30999,38.32500,2460263.67917
215.82900,38.54070,2460270.15417
110.95299,38.47914,2460276.84500
84.15260,38.41662,2460283.75167
135.30483,38.52738,2460290.87417
264.52902,38.44655,2460298.21250
111.25649,38.47956,2460305.76667
36.15659,38.32042,2460313.53667
38.92390,38.32426,2460321.52250
119.57510,38.49706,2460329.72417
278.38308,38.41709,2460338.14167
154.72734,38.55438,2460346.77500
109.09581,38.47328,2460355.62417
141.46273,38.53631,2460364.68917
251.88508,38.48065,2460373.97000
79.84021,38.40455,2460383.46667
346.05099,38.30465,2460393.17917
330.06223,38.32036,2460403.10750
353.25079,38.30225,2460176.79167
71.05996,38.38928,2460177.00750
227.05718,38.51772,2460177.43917
100.62176,38.45495,2460178.08667
52.28863,38.35208,2460178.95000
81.83411,38.41289,2460180.02917
189.43097,38.55759,2460181.32417
14.76960,38.30546,2460182.83500
278.20041,38.41096,2460184.56167
259.41602,38.45321,2460186.50417
318.50675,38.33244,2460188.66250
95.38232,38.44344,2460191.03667
310.51018,38.34492,2460193.62667
243.39501,38.48756,2460196.43250
254.17971,38.46471,2460199.45417
342.79619,38.30489,2460202.69167
149.32542,38.54326,2460206.14500
33.82841,38.32175,2460209.81417
356.32130,38.29872,2460213.69917
36.59483,38.32494,2460217.80000
154.87542,38.55017,2460222.11667
351.09498,38.29908,2460226.64917
265.27021,38.44027,2460231.39750
257.26191,38.45878,2460236.36167
327.11671,38.31779,2460241.54167
114.78240,38.48710,2460246.93750
340.64359,38.30369,2460252.54917
284.36013,38.39712,2460258.37667
305.89875,38.35168,2460264.42000
45.19962,38.33544,2460270.67917
222.73837,38.53103,2460277.15417
117.85719,38.49402,2460283.84500
91.05103,38.43284,2460290.75167
142.21344,38.53842,2460297.87417
271.42903,38.43072,2460305.21250
118.16082,38.49442,2460312.76667
43.04585,38.33058,2460320.53667
45.81364,38.33502,2460328.52250
126.48112,38.51090,2460336.72417
285.27990,38.40144,2460345.14167
161.63838,38.56078,2460353.77500
115.99978,38.48843,2460362.62417
148.37243,38.54588,2460371.68917
258.78777,38.46524,2460380.97000
86.73772,38.42058,2460390.46667
352.93766,38.30140,2460400.17917
336.95013,38.31284,2460410.10750
0.13769,38.30086,2460183.79167
77.95560,38.40426,2460184.00750
233.96470,38.50571,2460184.43917
107.52373,38.47022,2460185.08667
59.18062,38.36473,2460185.95000
88.73200,38.42839,2460187.02917
196.34248,38.55441,2460188.32417
21.65705,38.30991,2460189.83500
285.09745,38.39546,2460191.56167
266.31712,38.43755,2460193.50417
325.39639,38.32235,2460195.66250
102.28318,38.45904,2460198.03667
317.40109,38.33326,2460200.62667
250.29949,38.47321,2460203.43250
261.08194,38.44935,2460206.45417
349.68339,38.30077,2460209.69167
156.23574,38.55086,2460213.14500
40.71757,38.33098,2460216.81417
3.20804,38.29835,2460220.69917
43.48424,38.33488,2460224.80000
161.78628,38.55641,2460229.11667
357.98179,38.29732,2460233.64917
272.17013,38.42443,2460238.39750
264.16359,38.44333,2460243.36167
334.00513,38.30978,2460248.54167
121.68734,38.50147,2460253.93750
347.53085,38.29916,2460259.54917
291.25585,38.38193,2460265.37667
312.79031,38.33932,2460271.42000
52.09023,38.34742,2460277.67917
229.64669,38.52003,2460284.15417
124.76284,38.50811,2460290.84500
97.95095,38.44898,2460297.75167
149.12314,38.54800,2460304.87417
278.32751,38.41501,2460312.21250
125.06658,38.50852,2460319.76667
49.93622,38.34214,2460327.53667
