407394748	0.094601879	1.359262902
191146556	0.144939724	0.808791412
435680451	0.312657675	1.381700115
395393265	0.459691957	1.357694648
250724252	0.584776576	0.927145783
249862365	0.66536706	0.919863374
249945230	0.677352743	0.842543496
50120414	0.696231605	1.089666845
51024887	0.735728642	1.085415182
302773669	0.740636773	1.252330133
408618999	0.758084114	1.20604707
396562848	0.773636035	1.336104085
251384275	0.780515957	1.025123495
376353509	0.792396605	1.208289698
81831095	0.834383708	1.077957079
458914949	0.845145909	1.08049639
82010657	0.850899094	1.051355472
316254876	0.907373439	0.957586872
285677945	0.926751908	0.881374355
104208182	0.951239017	0.889341002
431899140	0.981268563	0.794250312
87090944	1.020772747	1.029196163
266500992	1.067656168	0.912057821
73104318	1.077242991	1.020415765
102672709	1.077409954	1.154005107
103195323	1.092105711	1.311979726
267694283	1.10357234	0.937018154
470315428	1.128326567	0.922667393
85031598	1.140499364	1.086393358
27677846	1.158383886	0.809236934
103448870	1.166485282	1.274506732
9837861		1.231304628	0.947575364
121966220	1.322920066	0.729300353
142090065	1.380095703	1.391684891
142117976	1.417894198	1.391896124
321041369	1.425433974	0.994202209
468828873	1.603473462	1.166889692
445805961	1.645544526	1.330129047
372757221	2.843023287	1.419340368
288132261	3.656203861	1.388988687
158002130	3.744657986	1.434556686
317597583	6.143851596	1.318644332
427730490	6.148343283	1.248021496
367858035	6.191433699	1.320954597
